stamp_sec,ego_x,ego_y,ego_yaw_deg,target_truth_x,target_truth_y,baseline_scan_id,wall_beam_count,dynamic_beam_count,cluster_count,target_detected,detected_local_x,detected_local_y,detected_world_x,detected_world_y,confidence,lock_frames
1784573341.978192,-17.056900,7.977500,50.672936,-15.942800,9.523900,19,1081,28,1,1,1.753699,0.134129,-16.049254,9.419062,0.976734,7
1784573342.055464,-16.918200,8.149400,51.625363,-15.827300,9.704500,19,1081,28,1,1,1.754272,0.126446,-15.928277,9.603191,0.976793,7
1784573342.081264,-16.768500,8.341500,52.671846,-15.709500,9.891300,19,1081,28,1,1,1.754896,0.118796,-15.798831,9.808986,0.976765,7
1784573342.188308,-16.639600,8.512700,53.505867,-15.580800,10.098200,20,1081,28,1,1,1.756022,0.103514,-15.678440,9.985961,0.977013,7
1784573342.213581,-16.507300,8.693600,54.249703,-15.468700,10.280900,20,1081,28,1,1,1.756838,0.095820,-15.558625,10.175382,0.975918,7
1784573342.322616,-16.386600,8.862800,54.856206,-15.352300,10.472400,21,1081,31,1,1,1.755472,0.091964,-15.451297,10.351204,0.980656,7
1784573342.349962,-16.260300,9.044000,55.503027,-15.245300,10.650600,21,1081,28,1,1,1.757722,0.080511,-15.331146,10.538236,0.976214,7
1784573342.449432,-16.143300,9.215800,56.059764,-15.132400,10.840400,22,1081,56,1,1,1.756392,0.076664,-15.226259,10.715743,0.980742,7
1784573342.474392,-16.027900,9.388700,56.592367,-15.026900,11.019600,22,1081,112,1,1,1.756891,0.068966,-15.118141,10.893280,0.980075,7
1784573342.573912,-15.914100,9.562600,57.062783,-14.922200,11.199100,23,1081,75,1,1,1.758325,0.065195,-15.012780,11.073752,0.976727,7
1784573342.597550,-15.803400,9.734700,57.490535,-14.818400,11.379200,24,1081,124,1,1,1.758598,0.057532,-14.906778,11.248650,0.976898,7
1784573342.710113,-15.695600,9.904800,57.858019,-14.716900,11.556900,24,1081,142,2,1,1.757463,0.053649,-14.806022,11.421443,0.980355,7
1784573342.737833,-15.573500,10.100400,58.238171,-14.617800,11.732200,25,1081,133,1,1,1.757435,0.053680,-14.694046,11.622904,0.980629,7
1784573342.836416,-15.461100,10.283000,58.554395,-14.505800,11.933700,26,1081,142,1,1,1.759225,0.049817,-14.585833,11.809847,0.975910,7
1784573342.860149,-15.353000,10.460500,58.856384,-14.403100,12.121900,27,1081,51,2,1,1.757523,0.053696,-14.489993,11.992488,0.980283,7
1784573342.962403,-15.249200,10.633100,59.117659,-14.305000,12.305200,27,1081,138,1,1,1.757460,0.053670,-14.393198,12.168940,0.980515,7
1784573342.990021,-15.146200,10.806100,59.382237,-14.211800,12.483600,28,1081,27,1,1,1.757476,0.053619,-14.297247,12.345865,0.980217,7
1784573343.090998,-15.042300,10.982400,59.647453,-14.121000,12.663300,28,1081,104,5,1,1.757968,0.057445,-14.203536,12.528436,0.976159,7
1784573343.118535,-14.937600,11.161900,59.910195,-14.040200,12.832300,29,1081,28,1,1,1.694115,0.070026,-14.148834,12.662825,0.976839,7
1784573343.213173,-14.840200,11.330700,60.161556,-13.984700,12.974700,30,1081,29,1,1,1.635488,0.085394,-14.100527,12.791863,0.973802,7
1784573343.237418,-14.738700,11.508400,60.428349,-13.950800,13.096800,30,1081,29,1,1,1.572111,0.102583,-14.052066,12.926352,0.973335,7
1784573343.343293,-14.641200,11.680900,60.704778,-13.925500,13.225000,31,1081,31,1,1,1.507315,0.131361,-14.018218,13.059721,0.967787,7
1784573343.367694,-14.530500,11.879500,61.051110,-13.910500,13.350500,32,1081,33,1,1,1.370797,0.198081,-14.040325,13.174896,0.962257,7
1784573343.476053,-14.435100,12.053100,61.464943,-13.904500,13.495400,33,1081,34,1,1,1.299401,0.237142,-14.022717,13.307938,0.959586,7
1784573343.505414,-14.327200,12.253200,61.998652,-13.909400,13.621600,33,1081,36,1,1,1.226441,0.279475,-13.998154,13.467281,0.929776,7
1784573343.602159,-14.233400,12.431400,62.614113,-13.926600,13.765400,34,1081,38,1,1,1.151217,0.326422,-13.993701,13.603746,0.897505,7
1784573343.626123,-14.139100,12.616600,63.623050,-13.952100,13.891100,35,1081,24,1,1,1.020127,0.393697,-14.038593,13.705432,0.895380,7
1784573343.728938,-14.056600,12.789900,66.931741,-13.988700,14.018300,35,1081,0,0,0,nan,nan,nan,nan,0.823749,7
1784573343.754212,-14.003500,12.929200,72.563462,-14.036200,14.144000,36,1081,20,0,0,nan,nan,nan,nan,0.757850,7
1784573343.900009,-13.969300,13.057500,77.080760,-14.091900,14.261800,36,1081,45,0,0,nan,nan,nan,nan,0.697222,7
1784573343.969558,-13.936200,13.262100,84.036428,-14.156900,14.374600,36,1081,45,0,0,nan,nan,nan,nan,0.641444,7
1784573343.993940,-13.927900,13.404700,88.833516,-14.277900,14.542100,37,1081,56,0,0,nan,nan,nan,nan,0.590128,7
1784573344.101796,-13.930900,13.537200,93.267177,-14.373400,14.648000,38,1070,56,0,0,nan,nan,nan,nan,0.550000,7
1784573344.129902,-13.944000,13.667000,97.733233,-14.470000,14.738400,39,1058,49,0,0,nan,nan,nan,nan,0.550000,7
1784573344.236349,-13.970300,13.809300,102.755983,-14.572000,14.819300,43,1079,109,0,0,nan,nan,nan,nan,0.550000,7
1784573344.261019,-14.007800,13.944900,107.643980,-14.692600,14.899300,43,1081,176,0,0,nan,nan,nan,nan,0.550000,7
1784573344.366504,-14.054300,14.070900,112.359855,-14.816100,14.966500,44,1081,98,0,0,nan,nan,nan,nan,0.550000,7
1784573344.393497,-14.112000,14.194600,117.145229,-14.939200,15.020600,45,1081,141,0,0,nan,nan,nan,nan,0.550000,7
1784573344.532081,-14.175400,14.306000,121.682794,-15.068200,15.065100,45,1081,252,0,0,nan,nan,nan,nan,0.000000,0
1784573344.556283,-14.295700,14.474000,128.997500,-15.192500,15.097000,46,1081,263,0,0,nan,nan,nan,nan,0.000000,0
1784573344.660831,-14.384900,14.574400,133.761074,-15.397100,15.128400,46,1081,273,0,0,nan,nan,nan,nan,0.000000,0
1784573344.729226,-14.476000,14.661500,138.232639,-15.531500,15.135300,47,1081,295,0,0,nan,nan,nan,nan,0.000000,0
1784573344.754598,-14.586900,14.751300,143.274187,-15.657800,15.132200,48,1081,257,4,1,0.680841,7.195404,-19.435351,9.391272,0.523807,1
1784573344.892581,-14.699900,14.827700,148.067130,-15.800100,15.117600,48,1081,301,0,0,nan,nan,nan,nan,0.550000,1
1784573344.921229,-14.811600,14.890700,152.575547,-15.934800,15.092900,49,1081,314,0,0,nan,nan,nan,nan,0.550000,1
1784573345.043788,-14.993300,14.970400,159.497956,-16.059300,15.060400,50,1081,292,1,0,nan,nan,nan,nan,0.550000,1
1784573345.073384,-15.117300,15.010700,164.027435,-16.247000,14.993200,51,1081,118,0,0,nan,nan,nan,nan,0.550000,1
1784573345.169116,-15.295000,15.050300,170.279134,-16.365900,14.938600,52,1081,89,0,0,nan,nan,nan,nan,0.550000,1
1784573345.194358,-15.434700,15.067600,175.091679,-16.525600,14.848900,52,1081,155,0,0,nan,nan,nan,nan,0.550000,1
1784573345.298914,-15.560900,15.073200,179.310351,-16.643300,14.770100,53,1081,68,0,0,nan,nan,nan,nan,0.550000,1
1784573345.323783,-15.697600,15.068900,-176.174085,-16.744500,14.692900,54,1081,59,1,0,nan,nan,nan,nan,0.550000,1
1784573345.455600,-15.823400,15.055400,-172.087367,-16.849900,14.603600,54,1081,51,0,0,nan,nan,nan,nan,0.550000,1
1784573345.483907,-15.954000,15.031700,-167.842890,-16.943400,14.516500,54,1081,105,1,0,nan,nan,nan,nan,0.550000,1
1784573345.583561,-16.138200,14.981100,-161.912011,-17.037600,14.421100,55,1081,51,0,0,nan,nan,nan,nan,0.000000,0
1784573345.609930,-16.268900,14.932600,-157.907704,-17.180400,14.262300,56,1081,49,0,0,nan,nan,nan,nan,0.000000,0
1784573345.717995,-16.390500,14.878100,-154.263306,-17.304000,14.111200,57,1081,52,1,1,6.887149,1.369939,-21.999561,10.653412,0.510355,1
1784573345.745090,-16.519400,14.809800,-150.305426,-17.428500,13.949500,58,1081,44,0,0,nan,nan,nan,nan,0.550000,1
1784573345.851789,-16.640000,14.735200,-146.682510,-17.563600,13.767500,58,1081,45,1,0,nan,nan,nan,nan,0.550000,1
1784573345.877720,-16.750800,14.657000,-143.257104,-17.692800,13.588500,59,1081,47,2,0,nan,nan,nan,nan,0.550000,1
1784573345.985914,-16.862100,14.568500,-140.150325,-17.815900,13.417000,59,1081,36,1,0,nan,nan,nan,nan,0.550000,1
1784573346.092254,-16.969300,14.474500,-137.736904,-17.945300,13.238100,60,1081,35,1,0,nan,nan,nan,nan,0.550000,1
1784573346.120904,-17.077500,14.372000,-135.592613,-18.078800,13.062600,60,1081,97,7,0,nan,nan,nan,nan,0.550000,1
1784573346.220050,-17.217700,14.227200,-132.767341,-18.225800,12.885600,61,1081,48,1,0,nan,nan,nan,nan,0.550000,1
1784573346.245786,-17.311200,14.122100,-130.799254,-18.438500,12.658900,61,1081,65,3,0,nan,nan,nan,nan,0.550000,1
1784573346.353020,-17.401900,14.014400,-129.255184,-18.596300,12.509800,62,1081,50,1,0,nan,nan,nan,nan,0.550000,1
1784573346.380419,-17.520900,13.865500,-127.418260,-18.738400,12.388100,62,1081,76,1,0,nan,nan,nan,nan,0.550000,1
1784573346.478836,-17.646200,13.699500,-126.713112,-18.874000,12.290200,63,1081,148,3,0,nan,nan,nan,nan,0.550000,1
1784573346.506395,-17.766100,13.539000,-127.014293,-18.994500,12.220300,63,1081,92,3,0,nan,nan,nan,nan,0.550000,1
1784573346.611490,-17.895800,13.368500,-127.643607,-19.110400,12.164600,64,1081,37,1,0,nan,nan,nan,nan,0.000000,0
1784573346.636102,-18.029900,13.197300,-128.742279,-19.237700,12.115300,64,1081,34,1,1,1.427171,-0.276641,-19.138821,12.257278,0.699911,1
1784573346.767826,-18.159500,13.039200,-130.274651,-19.370700,12.076000,68,1081,47,1,1,1.281081,-0.333350,-19.241988,12.277288,0.825067,2
1784573346.798020,-18.295700,12.882400,-131.943343,-19.498300,12.049200,68,1081,36,1,1,1.209964,-0.366470,-19.377017,12.227368,0.942423,3
1784573346.935707,-18.493100,12.672000,-135.076908,-19.629600,12.032000,71,1081,39,1,1,1.055809,-0.420178,-19.537383,12.223943,0.941069,4
1784573346.966566,-18.637700,12.533900,-138.957377,-19.813700,12.025300,72,1081,41,0,0,nan,nan,nan,nan,0.865784,4
1784573347.060716,-18.811900,12.395100,-144.744276,-19.954300,12.033500,74,1081,43,0,0,nan,nan,nan,nan,0.796521,4
1784573347.087227,-18.930900,12.317900,-148.881747,-20.154700,12.065500,75,1081,43,0,0,nan,nan,nan,nan,0.732799,4
1784573347.187794,-19.039800,12.257700,-152.914119,-20.291000,12.101400,75,1081,47,0,0,nan,nan,nan,nan,0.674175,4
1784573347.211294,-19.167800,12.199400,-157.688309,-20.408500,12.142000,76,1081,60,1,0,nan,nan,nan,nan,0.620241,4
1784573347.345647,-19.286500,12.156400,-161.980344,-20.537900,12.198000,77,1081,93,2,0,nan,nan,nan,nan,0.570622,4
1784573347.374710,-19.410100,12.121900,-166.356658,-20.649900,12.256800,77,1081,119,0,0,nan,nan,nan,nan,0.550000,4
1784573347.470720,-19.601600,12.087800,-172.951427,-20.759300,12.324400,78,1081,205,1,0,nan,nan,nan,nan,0.550000,4
1784573347.494690,-19.737800,12.077100,-177.573525,-20.915500,12.441300,78,1081,218,0,0,nan,nan,nan,nan,0.550000,4
1784573347.604203,-19.866100,12.077100,178.105084,-21.017400,12.532900,80,1081,202,5,0,nan,nan,nan,nan,0.550000,4
1784573347.630833,-20.002400,12.087600,173.507078,-21.107000,12.625600,80,1081,258,0,0,nan,nan,nan,nan,0.550000,4
1784573347.727598,-20.135300,12.108600,169.035199,-21.195200,12.730600,80,1081,283,0,0,nan,nan,nan,nan,0.550000,4
1784573347.752593,-20.262300,12.138800,164.709703,-21.274800,12.839900,81,1081,266,1,0,nan,nan,nan,nan,0.000000,0
1784573347.854116,-20.384800,12.177700,160.509294,-21.344700,12.950800,81,1081,222,2,1,3.438739,-2.931697,-22.648312,16.088747,0.490405,1
1784573347.878426,-20.506000,12.226300,156.265052,-21.406400,13.064200,82,1081,227,1,0,nan,nan,nan,nan,0.550000,1
1784573347.984549,-20.619700,12.281800,152.198449,-21.461800,13.183100,82,1081,231,1,0,nan,nan,nan,nan,0.550000,1
1784573348.011150,-20.741500,12.353000,147.689517,-21.508300,13.301400,83,1081,239,1,0,nan,nan,nan,nan,0.550000,1
1784573348.109725,-20.849100,12.427200,143.629672,-21.551900,13.436300,83,1081,45,0,0,nan,nan,nan,nan,0.550000,1
1784573348.134756,-20.952900,12.510200,139.543806,-21.584600,13.563700,84,1081,198,0,0,nan,nan,nan,nan,0.550000,1
1784573348.242612,-21.052100,12.601800,135.428061,-21.610700,13.694700,84,1081,71,1,1,4.017000,-2.675882,-22.035744,17.327165,0.654471,2
1784573348.268902,-21.144400,12.700400,131.319874,-21.629600,13.829200,85,1081,214,2,0,nan,nan,nan,nan,0.602114,2
1784573348.369827,-21.232100,12.808600,127.211702,-21.641100,13.964500,85,1081,46,0,0,nan,nan,nan,nan,0.553945,2
1784573348.393894,-21.307400,12.915800,123.387548,-21.645300,14.104500,87,1081,171,1,0,nan,nan,nan,nan,0.550000,2
1784573348.503212,-21.378600,13.033200,119.478391,-21.642400,14.236200,88,1081,177,1,0,nan,nan,nan,nan,0.550000,2
1784573348.529843,-21.440900,13.153400,115.734692,-21.632500,14.374000,88,1081,192,1,0,nan,nan,nan,nan,0.550000,2
1784573348.664661,-21.498300,13.285200,111.832830,-21.616300,14.509100,89,1081,162,1,0,nan,nan,nan,nan,0.550000,2
1784573348.695093,-21.541600,13.404700,108.410014,-21.592400,14.651700,89,1081,164,1,0,nan,nan,nan,nan,0.550000,2
1784573348.796278,-21.595900,13.599500,103.164097,-21.565600,14.776600,89,1081,70,0,0,nan,nan,nan,nan,0.550000,2
1784573348.820701,-21.623100,13.736600,99.656932,-21.512800,14.972900,90,1081,147,3,0,nan,nan,nan,nan,0.550000,2
1784573348.931538,-21.642000,13.875200,96.284783,-21.469300,15.106500,92,1081,89,2,0,nan,nan,nan,nan,0.550000,2
1784573348.957695,-21.652900,14.016800,92.855009,-21.420500,15.238300,93,1081,156,0,0,nan,nan,nan,nan,0.550000,2
1784573349.093706,-21.655600,14.150500,89.837104,-21.365800,15.370100,95,1081,162,0,0,nan,nan,nan,nan,0.000000,0
1784573349.121866,-21.650700,14.294700,86.644455,-21.309700,15.492100,95,1081,69,0,0,nan,nan,nan,nan,0.000000,0
1784573349.221734,-21.632500,14.482100,82.659754,-21.244600,15.621500,96,1081,86,0,0,nan,nan,nan,nan,0.000000,0
1784573349.245486,-21.609600,14.626700,79.657484,-21.145700,15.800400,98,1081,43,0,0,nan,nan,nan,nan,0.000000,0
1784573349.391059,-21.582200,14.758000,77.099339,-21.040500,15.969900,99,1081,41,0,0,nan,nan,nan,nan,0.000000,0
1784573349.420065,-21.546800,14.895900,74.413380,-20.924700,16.136400,99,1081,39,1,1,1.165783,-0.311999,-20.933034,15.934979,0.682273,1
1784573349.522576,-21.483800,15.095900,70.942958,-20.791500,16.311000,101,1081,36,1,1,1.278574,-0.339295,-20.745634,16.193617,0.823238,2
1784573349.547790,-21.435000,15.227700,68.676755,-20.580600,16.557000,103,1081,33,1,1,1.391662,-0.366043,-20.587966,16.390990,0.963703,3
1784573349.685014,-21.381100,15.357600,66.498404,-20.430800,16.714300,104,1081,31,1,1,1.447251,-0.380714,-20.454840,16.532981,0.969400,4
1784573349.715256,-21.326000,15.477700,64.468707,-20.274700,16.865500,104,1081,31,1,1,1.504470,-0.395823,-20.320396,16.664657,0.968948,5
1784573349.837943,-21.225900,15.674300,61.059365,-20.122900,17.002400,106,1081,29,1,1,1.610483,-0.408687,-20.088932,16.885903,0.973054,6
1784573349.864744,-21.133000,15.835600,58.287015,-19.885800,17.199500,106,1081,29,1,1,1.641697,-0.401474,-19.928488,17.021138,0.973519,7
1784573349.969878,-20.980600,16.067500,54.733064,-19.721700,17.326900,108,1081,29,1,1,1.661733,-0.371942,-19.717458,17.209502,0.976486,7
1784573349.997772,-20.845800,16.249500,51.848425,-19.493500,17.493400,108,1081,31,2,1,1.666152,-0.357758,-19.535211,17.338725,0.977199,7
1784573350.097808,-20.718900,16.405200,49.425770,-19.306100,17.621900,109,1080,33,2,1,1.671657,-0.336095,-19.376314,17.456323,0.976958,7
1784573350.125058,-20.576900,16.565400,47.102937,-19.137300,17.731600,110,1076,33,2,1,1.680365,-0.299812,-19.213468,17.592321,0.975874,7
1784573350.223735,-20.433300,16.715300,45.036933,-18.955100,17.844400,112,1068,34,2,1,1.683806,-0.289137,-19.038854,17.702379,0.973206,7
1784573350.248871,-20.286800,16.857800,43.059797,-18.776100,17.950000,112,1066,31,2,1,1.684659,-0.277997,-18.866113,17.804904,0.977446,7
1784573350.352690,-20.133200,16.997600,41.276068,-18.597800,18.050400,113,1056,30,1,1,1.689006,-0.256083,-18.694910,17.919360,0.977072,7
1784573350.376223,-19.965400,17.140900,39.457412,-18.414700,18.148700,114,1053,31,1,1,1.691727,-0.241310,-18.505868,18.029685,0.976436,7
1784573350.482439,-19.811200,17.265100,37.989014,-18.039900,18.335500,115,1050,38,2,1,1.692936,-0.233973,-18.332936,18.122719,0.976797,7
1784573350.510079,-19.646100,17.391200,36.500221,-18.039900,18.335500,116,1052,44,2,1,1.694460,-0.226616,-18.149203,18.216943,0.976096,7
1784573350.606796,-19.477800,17.513100,35.140651,-17.851100,18.422400,117,1056,51,1,1,1.695703,-0.219278,-17.964940,18.309809,0.976543,7
1784573350.673373,-19.306800,17.631100,33.868903,-17.660500,18.505100,117,1058,42,1,1,1.695796,-0.219303,-17.776539,18.394068,0.976808,7
1784573350.739671,-19.122200,17.752300,32.541232,-17.467900,18.583100,118,1063,57,1,1,1.695933,-0.219316,-17.574549,18.479669,0.976778,7
1784573350.765592,-18.946000,17.862500,31.289610,-17.261200,18.660600,119,1065,54,1,1,1.696204,-0.219324,-17.382595,18.556024,0.976345,7
1784573350.863871,-18.770300,17.967200,30.090149,-17.064800,18.728300,120,1070,40,1,1,1.695052,-0.226751,-17.189993,18.620842,0.977223,7
1784573350.888512,-18.598100,18.065100,28.926704,-16.869800,18.789700,121,1073,38,1,1,1.695601,-0.226733,-17.004375,18.686801,0.975791,7
1784573350.994422,-18.412500,18.165500,27.687067,-16.679400,18.843900,122,1077,32,2,1,1.694144,-0.234123,-16.803555,18.745355,0.976889,7
1784573351.021086,-18.230500,18.258900,26.448775,-16.474900,18.895700,123,1079,31,2,1,1.692985,-0.241520,-16.607142,18.796710,0.977188,7
1784573351.116715,-18.049500,18.347000,25.226368,-16.275200,18.939200,124,1081,29,1,1,1.690493,-0.256227,-16.411024,18.835690,0.977129,7
1784573351.141480,-17.860700,18.433800,23.960675,-16.077400,18.975300,125,1081,28,1,1,1.689212,-0.263522,-16.210038,18.878992,0.976604,7
1784573351.248872,-17.673000,18.515000,22.579374,-15.871900,19.005300,125,1081,28,1,1,1.688178,-0.270857,-16.010224,18.913102,0.975774,7
1784573351.273510,-17.471200,18.596300,21.074101,-15.668800,19.027200,126,1081,28,1,1,1.686908,-0.278165,-15.797097,18.943309,0.975050,7
1784573351.376778,-17.273500,18.669900,19.514083,-15.452100,19.041600,128,1081,28,1,1,1.681595,-0.299975,-15.588293,18.948873,0.975970,7
1784573351.405366,-17.076900,18.737100,17.969409,-15.241500,19.046200,128,1081,28,1,1,1.678057,-0.314527,-15.383662,18.955611,0.976664,7
1784573351.503077,-16.881700,18.797900,16.346591,-15.034200,19.041200,129,1081,27,1,1,1.674495,-0.325174,-15.183374,18.957153,0.979337,7
1784573351.526503,-16.681700,18.853800,14.518788,-14.830700,19.026800,130,1081,28,1,1,1.672696,-0.336143,-14.978151,18.947733,0.975457,7
1784573351.627038,-16.489500,18.900900,12.695515,-14.624800,19.002400,131,1081,28,1,1,1.653344,-0.354879,-14.798585,18.918052,0.976470,7
1784573351.719720,-16.292700,18.942400,10.829480,-14.444400,18.973000,132,1081,30,1,1,1.617142,-0.350729,-14.638461,18.901757,0.973014,7
1784573351.748567,-16.081800,18.979400,8.724872,-14.295900,18.941500,133,1081,31,1,1,1.564061,-0.342753,-14.483846,18.877866,0.970135,7
1784573351.843876,-15.805300,19.015600,5.773383,-14.159000,18.905500,134,1081,32,1,1,1.449247,-0.320885,-14.331125,18.842128,0.968905,7
1784573351.867846,-15.595200,19.033300,3.467837,-13.986000,18.852700,135,1081,33,1,1,1.393258,-0.308440,-14.185836,18.809700,0.963175,7
1784573351.977726,-15.384700,19.042400,1.060654,-13.857100,18.807900,136,1081,35,1,1,1.337344,-0.299150,-14.042047,18.768057,0.961465,7
1784573352.005108,-15.164300,19.042300,-1.483662,-13.715500,18.754100,137,1081,36,1,1,1.278958,-0.291825,-13.893326,18.717458,0.954477,7
1784573352.110193,-14.947400,19.032400,-4.177754,-13.538300,18.677900,138,1081,36,1,1,1.270157,-0.301627,-13.702592,18.639042,0.956474,7
1784573352.136981,-14.744200,19.013500,-6.874357,-13.348000,18.584300,139,1081,36,1,1,1.267696,-0.306914,-13.522353,18.557059,0.956647,7
1784573352.241893,-14.519800,18.981300,-9.942505,-13.169500,18.486800,140,1081,37,1,1,1.268694,-0.310070,-13.323696,18.456834,0.952827,7
1784573352.268035,-14.319600,18.942000,-12.706352,-12.975600,18.369200,141,1081,37,1,1,1.269499,-0.310257,-13.149433,18.360109,0.952495,7
1784573352.406728,-14.109000,18.889700,-15.640690,-12.805900,18.255500,142,1081,37,1,1,1.270313,-0.310479,-12.969431,18.248236,0.952707,7
1784573352.436014,-13.904400,18.827700,-18.537319,-12.630800,18.127100,143,1081,36,1,1,1.271150,-0.307736,-12.797038,18.131803,0.956037,7
1784573352.531947,-13.645400,18.732900,-22.827036,-12.463600,17.993400,144,1081,36,1,1,1.285967,-0.299487,-12.576335,17.957977,0.955681,7
1784573352.559230,-13.516200,18.676000,-24.877421,-12.230300,17.787300,146,1081,34,1,1,1.372931,-0.307180,-12.399887,17.819761,0.960712,7
1784573352.660169,-13.385500,18.613000,-27.050776,-12.083600,17.645100,146,1081,40,2,1,1.422768,-0.315159,-12.261706,17.685272,0.964038,7
1784573352.685733,-13.228200,18.529600,-29.793825,-11.942100,17.497600,147,1081,32,1,1,1.456496,-0.305949,-12.116246,17.540387,0.966080,7
1784573352.790501,-13.044800,18.419700,-32.350002,-11.803800,17.342800,148,1081,33,1,1,1.471150,-0.295653,-11.960181,17.382736,0.965902,7
1784573352.815756,-12.869600,18.304400,-34.731684,-11.662900,17.173000,149,1081,37,2,1,1.478034,-0.283624,-11.816499,17.229223,0.965282,7
1784573352.914529,-12.719400,18.196900,-36.827622,-11.533800,17.006300,150,1081,32,1,1,1.479488,-0.277238,-11.701334,17.088168,0.965652,7
1784573352.939796,-12.550500,18.065700,-39.251912,-11.425000,16.856700,151,1081,32,1,1,1.480627,-0.270832,-11.575309,16.919136,0.966591,7
1784573353.044191,-12.384500,17.925400,-41.510766,-11.304400,16.679700,152,1078,31,1,1,1.481628,-0.260980,-11.447978,16.748005,0.969460,7
1784573353.071645,-12.236000,17.789900,-43.574829,-11.187800,16.496100,153,1076,32,1,1,1.484194,-0.251440,-11.334057,16.584682,0.966351,7
1784573353.206755,-12.085400,17.642300,-45.620490,-11.085400,16.323000,154,1074,31,1,1,1.483716,-0.248056,-11.224968,16.408362,0.969879,7
1784573353.235859,-11.942400,17.491800,-47.616910,-10.983700,16.138200,155,1073,32,1,1,1.485135,-0.244974,-11.122245,16.229666,0.959294,7
1784573353.330083,-11.741800,17.262000,-50.410209,-10.889600,15.953100,156,1081,32,1,1,1.485886,-0.238412,-10.978591,15.964999,0.935115,7
1784573353.353197,-11.607700,17.095100,-52.332251,-10.762400,15.675900,157,1081,32,1,1,1.485681,-0.238401,-10.888538,15.773400,0.933550,7
1784573353.457671,-11.486800,16.934300,-54.086733,-10.681200,15.477700,158,1081,32,1,1,1.485449,-0.238376,-10.808558,15.591404,0.923598,7
1784573353.484298,-11.369000,16.767200,-55.857283,-10.611500,15.289100,159,1081,32,1,1,1.485029,-0.238215,-10.732676,15.404428,0.916762,7
1784573353.585990,-11.256500,16.596500,-57.653139,-10.547300,15.095100,160,1081,31,1,1,1.483049,-0.241263,-10.666829,15.214497,0.920757,7
1784573353.614868,-11.151100,16.425100,-59.467334,-10.490200,14.898900,161,1081,32,1,1,1.482801,-0.241185,-10.605536,15.025376,0.911289,7
1784573353.713120,-11.043400,16.236300,-61.458000,-10.441200,14.703900,161,1081,32,1,1,1.482489,-0.244472,-10.549823,14.817173,0.909866,7
1784573353.736803,-10.943900,16.046700,-63.425395,-10.396800,14.491300,163,1081,33,2,1,1.479855,-0.247316,-10.503055,14.612548,0.910470,7
1784573353.840629,-10.859100,15.871500,-65.252737,-10.362000,14.280200,163,1081,30,1,1,1.480337,-0.243990,-10.460989,14.424974,0.908732,7
1784573353.868147,-10.776200,15.684600,-67.197137,-10.338000,14.087100,164,1081,31,1,1,1.477282,-0.253507,-10.437356,14.224527,0.907852,7
1784573353.967376,-10.698500,15.492100,-69.217462,-10.320500,13.883500,165,1081,36,2,1,1.477118,-0.256748,-10.414428,14.019993,0.911169,7
1784573353.994616,-10.626700,15.293900,-71.305025,-10.310800,13.676200,166,1081,34,2,1,1.474112,-0.262900,-10.403232,13.813297,0.918055,7
1784573354.096869,-10.566000,15.105500,-73.235241,-10.309500,13.465500,167,1081,33,2,1,1.471953,-0.265831,-10.395958,13.619432,0.931201,7
1784573354.125803,-10.509900,14.909000,-75.277205,-10.315900,13.267800,168,1081,38,2,1,1.471925,-0.269086,-10.396072,13.417016,0.934547,7
1784573354.221335,-10.458800,14.701100,-77.449655,-10.330200,13.064000,169,1081,38,2,1,1.469692,-0.275397,-10.408256,13.206682,0.938296,7
1784573354.244709,-10.416800,14.497900,-79.565667,-10.353500,12.851200,170,1081,33,1,1,1.467441,-0.281627,-10.428004,13.003721,0.950971,7
1784573354.349435,-10.383000,14.296400,-81.760358,-10.384000,12.645900,171,1069,34,1,1,1.467050,-0.281525,-10.451371,12.804147,0.962677,7
1784573354.373937,-10.356300,14.087300,-84.038062,-10.421500,12.445100,172,1059,33,1,1,1.466675,-0.281468,-10.483905,12.599323,0.966369,7
1784573354.479726,-10.338300,13.883800,-86.232404,-10.467700,12.239300,172,1057,32,1,1,1.466356,-0.281429,-10.522767,12.402121,0.966562,7
1784573354.509859,-10.328000,13.676500,-88.434344,-10.519300,12.041500,173,1038,32,1,1,1.466087,-0.281424,-10.569262,12.203272,0.966761,7
1784573354.607411,-10.325800,13.459300,-90.808919,-10.578200,11.842400,174,1027,32,1,1,1.467488,-0.274969,-10.621460,11.995840,0.965829,7
1784573354.632002,-10.332200,13.248600,-93.017353,-10.646500,11.636000,175,1016,32,1,1,1.467326,-0.275051,-10.684107,11.797786,0.966755,7
1784573354.770589,-10.345300,13.054400,-95.051232,-10.718900,11.437800,176,1009,52,2,1,1.468803,-0.268618,-10.742198,11.614952,0.966112,7
1784573354.801568,-10.367600,12.841500,-97.282266,-10.790600,11.256700,177,1013,31,1,1,1.470063,-0.258973,-10.810826,11.416122,0.969895,7
1784573354.931566,-10.414200,12.536900,-100.399629,-10.874500,11.059600,178,1008,31,1,1,1.472811,-0.246253,-10.922269,11.132735,0.970088,7
1784573354.961009,-10.456100,12.327000,-102.482160,-11.004300,10.779800,179,1017,32,1,1,1.475881,-0.236793,-11.006286,10.937183,0.965930,7
1784573355.057050,-10.528800,12.030900,-105.439720,-11.100000,10.588000,181,1020,32,1,1,1.479455,-0.217563,-11.132379,10.662758,0.966069,7
