stamp_sec,ego_x,ego_y,ego_yaw_deg,target_truth_x,target_truth_y,foreground_beam_count,cluster_count,target_detected,detected_local_x,detected_local_y,detected_world_x,detected_world_y,confidence
1783534374.553575,-12.707300,18.196600,-35.971225,-11.313500,16.710300,361,2,1,1.924619,0.926954,-10.605209,17.816315,0.403470
1783534374.580139,-12.531400,18.063800,-38.559776,-11.191800,16.518500,330,1,1,1.924619,0.926954,-10.448629,17.588965,0.403470
1783534374.683745,-12.369000,17.929500,-40.947835,-11.080100,16.328200,339,0,1,1.924619,0.926954,-10.307823,17.368294,0.403470
1783534374.711226,-12.219300,17.795300,-43.206293,-10.979300,16.142900,358,2,1,1.924619,0.926954,-10.181839,17.153304,0.403470
1783534374.810107,-12.070400,17.650800,-45.420825,-10.889000,15.963100,366,3,1,1.924619,0.926954,-10.059269,16.930554,0.403470
1783534374.837219,-11.927000,17.500700,-47.568730,-10.801800,15.774700,366,0,1,1.924619,0.926954,-9.944276,16.705584,0.403470
1783534374.940561,-11.785000,17.340400,-49.627737,-10.721000,15.583400,374,1,1,1.924619,0.926954,-9.832123,16.474561,0.403470
1783534375.004751,-11.646700,17.172800,-51.643778,-10.644500,15.383500,398,1,1,1.924619,0.926954,-9.725492,16.238796,0.403470
1783534375.074430,-11.518100,17.005500,-53.550293,-10.574500,15.177700,389,1,1,1.924619,0.926954,-9.629029,16.008097,0.403470
1783534375.144370,-11.391500,16.828800,-55.496262,-10.514100,14.975700,402,0,1,1.924619,0.926954,-9.537387,15.767825,0.403470
1783534375.170555,-11.269100,16.645200,-57.433970,-10.460000,14.765300,397,2,1,1.924619,0.926954,-9.451922,15.522138,0.403470
1783534375.278284,-11.151400,16.454800,-59.375874,-10.413500,14.549700,384,1,1,1.924619,0.926954,-9.373322,15.270806,0.403470
1783534375.346020,-11.041600,16.263400,-61.283602,-10.375100,14.329200,411,0,1,1.924619,0.926954,-9.303922,15.020870,0.403470
1783534375.369247,-10.936900,16.065400,-63.253608,-10.346100,14.110600,401,1,1,1.924619,0.926954,-9.242963,14.763870,0.403470
1783534375.474549,-10.847400,15.881700,-65.078504,-10.325800,13.887800,406,0,1,1.924619,0.926954,-9.195769,14.526886,0.403470
1783534375.501343,-10.763700,15.695200,-66.924602,-10.315600,13.683800,402,1,1,1.924619,0.926954,-9.156572,14.287882,0.403470
1783534375.603632,-10.685000,15.503000,-68.843525,-10.313500,13.479500,399,0,1,1.924619,0.926954,-9.125898,14.042656,0.403470
1783534375.629718,-10.612800,15.308400,-70.785628,-10.319500,13.272100,414,0,1,1.924619,0.926954,-9.104084,13.796058,0.403470
1783534375.732925,-10.547400,15.111300,-72.823333,-10.333500,13.065000,385,0,1,1.924619,0.926954,-9.093412,13.546268,0.403470
1783534375.758507,-10.486700,14.902700,-75.117806,-10.355500,12.858600,391,0,1,1.924619,0.926954,-9.096535,13.280712,0.403470
1783534375.856138,-10.439500,14.713900,-77.199769,-10.386900,12.643600,386,0,1,1.924619,0.926954,-9.109178,13.042479,0.403470
1783534375.881338,-10.396800,14.510800,-79.416720,-10.421800,12.452100,428,0,1,1.924619,0.926954,-9.132130,12.789169,0.403470
1783534376.020372,-10.363100,14.312700,-81.653687,-10.466200,12.249300,425,1,1,2.200605,1.902930,-8.160893,12.411623,0.642675
1783534376.051923,-10.335500,14.097200,-84.115329,-10.515900,12.054400,429,0,1,2.200605,1.902930,-8.216978,12.103292,0.242675
1783534376.187723,-10.312700,13.799800,-87.479470,-10.576500,11.845600,419,3,1,1.605180,2.051596,-8.192497,12.286396,0.631372
1783534376.218171,-10.307000,13.585900,-89.866745,-10.671100,11.562400,410,1,1,1.605180,2.051596,-8.251676,11.985496,0.231372
1783534376.313475,-10.315500,13.261800,-93.502610,-10.746200,11.361800,373,1,1,1.581458,1.977519,-8.438293,11.562482,0.644019
1783534376.341022,-10.332700,13.045300,-95.955744,-10.870900,11.062100,369,3,1,1.572263,1.949908,-8.556456,11.279200,0.598737
1783534376.451273,-10.355800,12.852100,-98.012833,-10.961400,10.864400,311,4,1,1.667056,1.875744,-8.730748,10.939851,0.558975
1783534376.517980,-10.395300,12.605500,-100.544256,-11.047100,10.689400,333,3,1,1.998181,1.624787,-9.163606,10.343733,0.692049
1783534376.586939,-10.439900,12.386200,-102.702586,-11.162200,10.467500,259,3,1,2.555992,1.218770,-9.812998,9.624771,0.615882
1783534376.610561,-10.491700,12.171700,-104.815973,-11.269800,10.271000,317,2,1,1.856696,1.537186,-9.480408,9.983653,0.559467
1783534376.720164,-10.545700,11.977900,-106.580921,-11.379500,10.079300,249,2,1,2.408708,1.179781,-10.102348,9.332678,0.751014
1783534376.746727,-10.610600,11.770400,-108.441384,-11.482400,9.906300,189,1,1,2.269861,1.212672,-10.178237,9.233492,0.699804
1783534376.851627,-10.677600,11.577200,-110.103093,-11.596300,9.720800,168,1,1,2.676595,0.978978,-10.678239,8.727190,0.773880
1783534376.875927,-10.761900,11.355800,-111.800795,-11.705600,9.547900,189,2,1,2.903706,0.836020,-11.064052,8.349283,0.788530
1783534376.980937,-10.841000,11.163600,-113.203706,-11.834600,9.349000,160,1,1,2.627929,0.934980,-11.017058,8.379861,0.781937
1783534377.007897,-10.922100,10.979400,-114.550502,-11.949400,9.175700,130,1,1,2.954936,0.790634,-11.430705,7.963099,0.718721
1783534377.111156,-11.011600,10.788300,-115.835189,-12.061900,9.008700,117,1,1,2.739700,0.862796,-11.428957,7.946437,0.714448
1783534377.140272,-11.106800,10.596300,-117.099128,-12.181300,8.834600,146,3,1,2.944081,0.773828,-11.759044,7.622918,0.721537
1783534377.238886,-11.206000,10.406300,-118.217402,-12.303800,8.658600,143,2,1,2.762338,0.824110,-11.785911,7.582584,0.644542
1783534377.307900,-11.304000,10.226700,-119.142292,-12.427400,8.483500,120,0,1,2.762338,0.824110,-11.929415,7.412713,0.394542
1783534377.380722,-11.412900,10.034600,-120.073625,-12.546500,8.317100,128,2,1,2.959156,0.736735,-12.258213,7.104613,0.676561
1783534377.441300,-11.533100,9.830300,-121.046234,-12.676000,8.138200,118,1,1,2.718312,0.790997,-12.257326,7.093441,0.725790
1783534377.514528,-11.643000,9.650100,-121.795233,-12.816200,7.947000,126,1,1,2.905881,0.735937,-12.548565,6.792531,0.778293
1783534377.581242,-11.762100,9.460200,-122.503931,-12.941900,7.777400,129,2,1,2.679434,0.765894,-12.555993,6.788928,0.805689
1783534377.605960,-11.881700,9.274600,-123.197067,-13.076300,7.598100,124,1,1,2.489793,0.795299,-12.579413,6.755718,0.781979
1783534377.710374,-11.990800,9.109200,-123.710159,-13.209700,7.422100,116,3,1,2.882022,0.702286,-13.006098,6.322011,0.808981
