time_sec,elapsed_sec,confidence,visible,avg_speed_mps,ips_x_m,ips_y_m,speed_mps,throttle_command,steering_command
1784573300.767896891,2.599852,0.000000,0,2.695091,-15.944600,9.501400,3.018048,0.130000,0.023624
1784573300.817750931,2.649706,0.000000,0,2.725297,-15.829100,9.682000,3.351712,0.130000,0.020509
1784573300.867982388,2.699937,0.000000,0,2.751565,-15.718400,9.857900,8.942025,0.130000,0.020509
1784573300.917886257,2.749841,0.000000,0,2.701628,-15.718400,9.857900,8.942025,0.130000,0.017158
1784573300.967897892,2.799853,0.000000,0,2.724126,-15.613900,10.026200,1.809539,0.130000,0.017158
1784573301.017879725,2.849834,0.860128,1,2.753844,-15.498500,10.214500,8.801422,0.130000,0.014799
1784573301.067844152,2.899799,0.860128,1,2.706395,-15.498500,10.214500,8.801422,0.130000,0.014799
1784573301.117940426,2.949895,0.990000,1,2.799171,-15.287500,10.565200,7.593893,0.130000,0.014527
1784573301.167856693,2.999811,0.990000,1,2.752601,-15.287500,10.565200,7.593893,0.130000,0.014527
1784573301.218107700,3.050062,0.990000,1,2.772174,-15.186500,10.735700,1.934291,0.130000,0.014648
1784573301.268219709,3.100174,0.990000,1,2.800711,-15.071400,10.931700,3.591624,0.130000,0.014648
1784573301.317929983,3.149885,0.990000,1,2.756530,-15.071400,10.931700,3.591624,0.130000,0.017414
1784573301.367858648,3.199813,0.990000,1,2.781532,-14.962100,11.119900,3.027513,0.130000,0.017414
1784573301.417895555,3.249850,0.990000,1,2.806675,-14.852000,11.311400,3.335797,0.130000,0.019197
1784573301.468298435,3.300253,0.960369,1,2.826763,-14.749200,11.492000,8.996246,0.130000,0.019197
1784573301.517894268,3.349849,0.960369,1,2.784924,-14.749200,11.492000,8.996246,0.130000,0.029402
1784573301.567890644,3.399845,0.960369,1,2.807030,-14.644000,11.678800,1.854669,0.130000,0.029402
1784573301.617872953,3.449828,0.889473,1,2.834159,-14.530500,11.883300,9.899366,0.130000,0.045682
1784573301.668042660,3.499997,0.889473,1,2.793531,-14.530500,11.883300,9.899366,0.130000,0.045682
1784573301.717938662,3.549893,0.818315,1,2.876845,-14.323200,12.265900,8.727369,0.130000,0.067617
1784573301.767897606,3.599852,0.918946,1,2.836921,-14.323200,12.265900,8.727369,0.130000,0.067617
1784573301.818234921,3.650190,0.918946,1,2.851186,-14.232600,12.438400,1.886091,0.084500,0.438825
1784573301.867872715,3.699827,0.957395,1,2.872632,-14.132700,12.635400,9.163042,0.084500,0.438825
1784573301.918093920,3.750049,0.957395,1,2.834158,-14.132700,12.635400,9.163042,0.084500,0.424632
1784573301.967992067,3.799947,0.957200,1,2.884394,-14.000400,12.940000,5.946026,0.084500,0.424632
1784573302.017863274,3.849818,0.955107,1,2.847030,-14.000400,12.940000,5.946026,0.084500,0.422795
1784573302.067863464,3.899818,0.955107,1,2.846298,-13.964200,13.074700,1.287732,0.084500,0.422795
1784573302.118180752,3.950135,0.955514,1,2.845158,-13.939400,13.211400,5.280035,0.084500,0.430009
1784573302.168070793,4.000026,0.952371,1,2.809718,-13.939400,13.211400,5.280035,0.084500,0.430009
1784573302.217870474,4.049825,0.952371,1,2.806871,-13.926400,13.339100,1.299385,0.084500,0.433884
1784573302.267838240,4.099793,0.955603,1,2.805479,-13.923100,13.473600,1.988693,0.084500,0.433884
1784573302.318111420,4.150066,0.949957,1,2.771491,-13.923100,13.473600,1.988693,0.084500,0.439747
1784573302.367906094,4.199861,0.953183,1,2.803661,-13.949700,13.745200,5.493445,0.084500,0.439747
1784573302.417977810,4.249933,0.950304,1,2.770620,-13.949700,13.745200,5.493445,0.084500,0.444177
1784573302.467894793,4.299850,0.950304,1,2.738467,-13.949700,13.745200,5.493445,0.084500,0.444177
1784573302.518182516,4.350137,0.950013,1,2.737692,-13.979000,13.876400,1.009701,0.084500,0.445775
1784573302.567850590,4.399805,0.950013,1,2.752404,-14.042500,14.066700,3.041235,0.084500,0.445775
1784573302.617932081,4.449887,0.950361,1,2.751151,-14.096800,14.187300,1.867437,0.084500,0.446802
1784573302.667865038,4.499820,0.947295,1,2.751867,-14.165100,14.310200,5.674549,0.084500,0.446802
1784573302.718201399,4.550156,0.948012,1,2.721396,-14.165100,14.310200,5.674549,0.084500,0.447327
1784573302.767932892,4.599888,0.948012,1,2.691998,-14.165100,14.310200,5.674549,0.084500,0.447327
1784573302.817845345,4.649800,0.947704,1,2.720895,-14.324000,14.526600,4.323769,0.084500,0.446551
1784573302.867971659,4.699926,0.929597,1,2.691868,-14.324000,14.526600,4.323769,0.084500,0.446551
1784573302.917892933,4.749848,0.929597,1,2.663584,-14.324000,14.526600,4.323769,0.084500,0.445284
