s_m,lateral_offset_m,world_x_m,world_y_m,overtake_side
94.04215102890554,-0.5734779796396856,-19.956550213042963,21.70001283265321,right
94.24436757909801,-0.5718247616833501,-20.22157854758829,21.54318571195493,right
94.44658412929049,-0.5651746208009969,-20.48213634346718,21.373407706488948,right
94.64880067948296,-0.5805131115452082,-20.490587276809332,21.38620813710501,right
94.85101722967543,-0.5794950414350908,-20.752315583598747,21.211898773253413,right
95.05323377986791,-0.5730297234973332,-21.00813122993233,21.023874493211817,right
95.25545033006038,-0.5730297234973332,-21.00813122993233,21.023874493211817,right
95.45766688025287,-0.5782975531092376,-21.267862106566472,20.83560489474271,right
95.65988343044535,-0.5823637692795611,-21.52348846023583,20.63628976736944,right
95.86209998063782,-0.5823637692795611,-21.52348846023583,20.63628976736944,right
96.0643165308303,-0.577304793698477,-21.7690835036459,20.41986946008475,right
96.26653308102277,-0.577304793698477,-22.01336615524437,20.19686645171894,right
96.46874963121525,-0.577304793698477,-22.01336615524437,20.19686645171894,right
96.67096618140772,-0.577304793698477,-22.252542462495406,19.963187652802834,right
96.8731827316002,-0.577304793698477,-22.486096826185232,19.7185993991812,right
97.07539928179267,-0.577304793698477,-22.486096826185232,19.7185993991812,right
97.27761583198514,-0.577304793698477,-22.713406447652513,19.463004900764325,right
97.47983238217762,-0.577304793698477,-22.713406447652513,19.463004900764325,right
97.6820489323701,-0.577304793698477,-22.93349199796397,19.19696767457122,right
97.88426548256257,-0.577304793698477,-23.146089707470765,18.921097393116376,right
98.08648203275504,-0.577304793698477,-23.146089707470765,18.921097393116376,right
98.28869858294752,-0.577304793698477,-23.351212040871516,18.63593157596144,right
98.49091513313999,-0.577304793698477,-23.548864177190385,18.341997682227476,right
98.69313168333247,-0.577304793698477,-23.548864177190385,18.341997682227476,right
98.89534823352496,-0.577304793698477,-23.73904358664319,18.039815179221062,right
99.09756478371743,-0.577304793698477,-23.73904358664319,18.039815179221062,right
99.2997813339099,-0.577304793698477,-23.921740102094056,17.729897227683214,right
99.50199788410238,-0.5815359623092702,-24.100692604269845,17.414699385605445,right
99.70421443429485,-0.5815359623092702,-24.100692604269845,17.414699385605445,right
99.90643098448734,-0.5877225062782714,-24.2739782022031,17.093435427141255,right
100.10864753467982,-0.5877225062782714,-24.2739782022031,17.093435427141255,right
100.31086408487229,-0.579253997012054,-24.426496691601372,16.75960163153759,right
100.51308063506477,-0.579253997012054,-24.426496691601372,16.75960163153759,right
100.71529718525724,-0.5753652116411874,-24.57545934654868,16.422223966792014,right
100.91751373544972,-0.572949680569327,-24.7180825667057,16.08033876492087,right
101.11973028564219,-0.572949680569327,-24.7180825667057,16.08033876492087,right
101.32194683583467,-0.582648381395251,-24.864342618522564,15.738037422531582,right
101.52416338602714,-0.582648381395251,-24.864342618522564,15.738037422531582,right
101.72637993621962,-0.5731312254137684,-24.9848504300584,15.384823158728281,right
101.92859648641209,-0.5731312254137684,-24.9848504300584,15.384823158728281,right
102.13081303660456,-0.5725223653982577,-25.10591135960208,15.03098808181712,right
102.33302958679704,-0.5725223653982577,-25.10591135960208,15.03098808181712,right
102.53524613698951,-0.5678932749317901,-25.215254933980297,14.672794362550404,right
102.73746268718199,-0.564722181208053,-25.318031666227643,14.312423281025609,right
102.93967923737446,-0.564722181208053,-25.318031666227643,14.312423281025609,right
103.14189578756694,-0.5624145267336746,-25.41362638504248,13.950130029852142,right
103.34411233775943,-0.5468153453234156,-25.39848359507177,13.946384315958486,right
103.5463288879519,-0.5454662358323419,-25.48685534335863,13.582958592355142,right
103.74854543814438,-0.5298672913378792,-25.47163423422058,13.57954612902949,right
103.95076198833685,-0.5163224265412739,-25.539841843639373,13.21282500295205,right
104.15297853852933,-0.5008726252361964,-25.524695695103887,13.209776963433384,right
104.3551950887218,-0.4846052325819076,-25.58185148868118,12.842709186311803,right
104.55741163891429,-0.47028820680490024,-25.632548399897978,12.47636056389173,right
104.75962818910676,-0.45487971875094346,-25.61732306396279,12.47399188287277,right
104.96184473929924,-0.44381019901427127,-25.662751775021253,12.1092506642107,right
105.16406128949171,-0.4285237084433646,-25.647598035690322,12.107240445748772,right
105.36627783968419,-0.40839023776234223,-25.675491479102725,11.743061199639563,right
105.56849438987666,-0.3779079619688861,-25.64519045132605,11.739742035102273,right
105.77071094006914,-0.36248910522743716,-25.669118176909056,11.378805260447228,right
105.97292749026161,-0.3472492837665959,-25.684596731378623,11.020331250367265,right
106.17514404045409,-0.3320094623057547,-25.669386391464627,11.019383770626577,right
106.37736059064656,-0.30152981938407214,-25.6609166602172,10.663668656025711,right
